,Address,Housing Price,City,Longitude,Latitude,SQ Ft
791,"1635 W Lincoln Ave, Unit 101, Anaheim, CA 92801",719990,Anaheim,33.832818,-117.937465,1498.0
792,"7130 E Colter Cir, Anaheim, CA 92807",1769000,Anaheim,33.838785,-117.742648,3500.0
793,"195 S Ferrari Way, Anaheim, CA 92807",2250000,Anaheim,33.848916,-117.808224,4355.0
794,"1817 W Lullaby Ln, Anaheim, CA 92804",820000,Anaheim,33.811583,-117.946564,2000.0
795,"1506 W Tonia Ct, Anaheim, CA 92802",1249000,Anaheim,33.797451,-117.932882,2235.0
796,"1080 N Baxter St, Anaheim, CA 92805",924999,Anaheim,33.848897,-117.893321,2454.0
797,"6039 E Queens Dr, Anaheim, CA 92807",825000,Anaheim,33.836917,-117.780262,1582.0
798,"220 S Linhaven Cir, Anaheim, CA 92804",899000,Anaheim,33.830829,-117.955272,1805.0
799,"2390 S Willowbrook Ln, Unit 22, Anaheim, CA 92802",625000,Anaheim,33.7902,-117.911398,1350.0
800,"1530 W Cara Dr, Anaheim, CA 92805",825000,Anaheim,33.809155,-117.907924,1508.0
801,"1173 W Chateau Ave, Anaheim, CA 92802",750000,Anaheim,33.821686,-117.926926,1220.0
802,"2110 W Willow Ave, Anaheim, CA 92804",895000,Anaheim,33.825572,-117.955236,1393.0
803,"2746 W Westhaven Dr, Anaheim, CA 92804",950000,Anaheim,33.823155,-117.982267,2426.0
804,"6212 E Twin Peak Cir, Anaheim, CA 92807",820000,Anaheim,33.832226,-117.774886,1464.0
805,"148 N Lohrum Ln, Anaheim, CA 92807",1100000,Anaheim,33.853119,-117.796473,2152.0
806,"6352 E Nohl Ranch Rd, Anaheim, CA 92807",47999999,Anaheim,33.838503,-117.769264,1500.0
807,"1407 W Cara Dr, Anaheim, CA 92805",1090000,Anaheim,33.80965,-117.907786,1913.0
808,"7713 E Viewrim Dr, Anaheim, CA 92808",730000,Anaheim,33.851964,-117.738985,1357.0
809,"5548 E Vis, Del Este, Anaheim, CA 92807",715000,Anaheim,33.848128,-117.792284,1404.0
810,"1128 N Adair Pl, Anaheim, CA 92806",799999,Anaheim,33.85066,-117.886158,1482.0
811,"1473 E Rosewood Ave, Anaheim, CA 92805",799000,Anaheim,33.853523,-117.898814,1270.0
812,"564 S Indian Trl, Unit 53, Anaheim, CA 92807",854000,Anaheim,33.843654,-117.787117,1756.0
813,"8226 E Bailey Way, Anaheim, CA 92808",2199900,Anaheim,33.847801,-117.730083,4755.0
814,"1700 W Cerritos Ave, Unit 207, Anaheim, CA 92804",600000,Anaheim,33.809772,-117.942183,1239.0
815,"1738 S Varna St, Anaheim, CA 92804",859000,Anaheim,33.80377,-117.942899,1063.0
816,"1006 N Onondaga Ave, Anaheim, CA 92801",869000,Anaheim,33.846456,-117.946203,1462.0
817,"205 W Camden Ave, Anaheim, CA 92805",729000,Anaheim,33.821138,-117.911512,1106.0
818,"5081 E Copa De Oro Dr, Anaheim, CA 92807",4990000,Anaheim,33.844272,-117.807395,8215.0
819,"1801 E Katella Ave, Apt 4019, Anaheim, CA 92805",495000,Anaheim,33.804332,-117.890222,728.0
820,"2216 S Anchor St, Anaheim, CA 92802",875000,Anaheim,33.792947,-117.897957,1453.0
821,"1801 E Katella Ave, Apt 1065, Anaheim, CA 92805",379950,Anaheim,33.804332,-117.890222,651.0
822,"915 S Hilda St, Anaheim, CA 92806",850000,Anaheim,33.827332,-117.878116,2004.0
823,"5380 E Cresthill Dr, Anaheim, CA 92807",949900,Anaheim,33.867804,-117.796702,1232.0
824,"6265 E Rio Grande Dr, Anaheim, CA 92807",1088000,Anaheim,33.854534,-117.773322,2449.0
825,"1419 W Trenton Dr, Anaheim, CA 92802",899999,Anaheim,33.805228,-117.932293,2065.0
826,"6034 E Silverspur Trl, Anaheim, CA 92807",920000,Anaheim,33.840379,-117.780757,2161.0
827,"3157 W Westhaven Dr, Anaheim, CA 92804",1099000,Anaheim,33.824386,-118.000716,2534.0
828,"1047 S Daybreak Ct, Anaheim, CA 92808",638000,Anaheim,33.84593,-117.737017,1000.0
829,"320 N Park Vista St, Spc 91, Anaheim, CA 92806",230000,Anaheim,33.842924,-117.863442,1703.0
830,"2360 S Cutty Way, Unit 49, Anaheim, CA 92802",599000,Anaheim,33.7902,-117.911398,1380.0
831,"1237 E Banyan Ave, Anaheim, CA 92805",1099000,Anaheim,33.849707,-117.905088,2760.0
832,"1207 S Courtright St, Anaheim, CA 92804",840000,Anaheim,33.816901,-117.999711,1768.0
833,"1336 S Amberwick Ln, Anaheim, CA 92804",900000,Anaheim,33.813946,-117.957161,1964.0
834,"284 S Leandro St, Anaheim, CA 92807",1425000,Anaheim,33.846687,-117.780878,2597.0
835,"1581 W Pacific Pl, Anaheim, CA 92802",899000,Anaheim,33.808781,-117.936196,1810.0
836,"816 N Redondo Dr E, Anaheim, CA 92801",889500,Anaheim,33.841914,-117.932083,2015.0
837,"804 S Hayward St, Anaheim, CA 92804",870000,Anaheim,33.820368,-117.994662,1766.0
838,"2119 W Broadway, Anaheim, CA 92804",879900,Anaheim,33.829144,-117.955425,1348.0
839,"1733 E Belmont Ave, Anaheim, CA 92805",1099000,Anaheim,33.84803,-117.892521,2762.0
840,"1665 W Recreo Plz, Anaheim, CA 92802",675000,Anaheim,33.793644,-117.939647,1427.0
841,"4348 E Terra Vista Ln, Anaheim, CA 92807",1075000,Anaheim,33.836186,-117.822401,2815.0
842,"623 S Gaymont St, Anaheim, CA 92804",939900,Anaheim,33.823766,-117.991059,2151.0
843,"422 S Vine St, Anaheim, CA 92805",560000,Anaheim,33.833383,-117.904271,1170.0
844,"1250 S Brookhurst St, Unit 1048, Anaheim, CA 92804",455000,Anaheim,33.815923,-117.957011,912.0
845,"970 S Harvard Cir, Anaheim, CA 92807",1399900,Anaheim,33.832641,-117.756698,2922.0
846,"8075 E Sandstone Dr, Anaheim, CA 92808",695000,Anaheim,33.84593,-117.737017,1100.0
847,"1616 S Euclid St, Spc 100, Anaheim, CA 92802",150000,Anaheim,33.808082,-117.937862,1398.0
848,"3571 W Greentree Cir, Unit A, Anaheim, CA 92804",513600,Anaheim,33.812742,-118.011481,1026.0
849,"3135 W Polk Ave, Anaheim, CA 92801",574999,Anaheim,33.833228,-117.999751,954.0
850,"1733 N Landfair St, Anaheim, CA 92806",849499,Anaheim,33.8667,-117.860751,1572.0
851,"784 S Kroeger St, Anaheim, CA 92805",898880,Anaheim,33.828347,-117.904955,1789.0
852,"1801 E Katella Ave, Apt 1058, Anaheim, CA 92805",595000,Anaheim,33.804332,-117.890222,1095.0
853,"985 E Broadway, Anaheim, CA 92805",639888,Anaheim,33.836085,-117.902571,1185.0
854,"5468 E Suncrest Rd, Anaheim, CA 92807",1575000,Anaheim,33.849456,-117.796423,2740.0
855,"1022 1, Anaheim, CA 92805",771750,Anaheim,33.830063,-117.925925,1824.0
856,"1727 E Chelsea Dr, Anaheim, CA 92805",799999,Anaheim,33.833515,-117.891926,1328.0
857,"1964 W Glenoaks Ave Apt B, Anaheim, CA 92801",550000,Anaheim,33.842599,-117.950464,1204.0
858,"1495 W Cerritos Ave, Unit 1, Anaheim, CA 92802",595000,Anaheim,33.811516,-117.931565,989.0
859,"220 E South St, Anaheim, CA 92805",975000,Anaheim,33.826964,-117.908731,2635.0
860,"1135 W North St, Anaheim, CA 92801",1350000,Anaheim,33.84154,-117.931669,3000.0
861,"11622 Nearing Dr, Anaheim, CA 92804",720000,Anaheim,33.793815,-117.987752,1197.0
862,"1531 W Bushell St, Anaheim, CA 92805",894000,Anaheim,33.810666,-117.907436,1508.0
863,"951 N Ventura St, Anaheim, CA 92801",639000,Anaheim,33.845494,-117.963514,1297.0
864,"7941 E Horizon View Dr, Anaheim, CA 92808",675000,Anaheim,33.851964,-117.738985,1299.0
865,"2185 S Madrid St, Anaheim, CA 92802",750000,Anaheim,33.793159,-117.912351,1164.0
866,"2510 E Whidby Ln, Anaheim, CA 92806",935000,Anaheim,33.820181,-117.880066,2256.0
867,"2105 E Alden Ave, Anaheim, CA 92806",899000,Anaheim,33.834374,-117.888038,1580.0
868,"3050 W Ball Rd, Spc 84, Anaheim, CA 92804",150000,Anaheim,33.815971,-117.996597,1368.0
869,"387 S Henning Way, Anaheim, CA 92807",2750000,Anaheim,33.848089,-117.773366,4991.0
870,"1801 E Katella Ave, Apt 2014, Anaheim, CA 92805",499980,Anaheim,33.804332,-117.890222,710.0
871,"8480 E Donnybrook Cir, Anaheim, CA 92808",699000,Anaheim,33.867902,-117.737632,1171.0
872,"645 S Hacienda St, Anaheim, CA 92804",749000,Anaheim,33.823283,-117.947859,1349.0
873,"590 S Londerry Ln, Anaheim, CA 92807",1250000,Anaheim,33.841147,-117.807145,2461.0
874,"4585 E Ardmore St, Anaheim, CA 92807",599999,Anaheim,33.838921,-117.812434,2023.0
875,"582 S Olive St, Anaheim, CA 92805",850000,Anaheim,33.83045,-117.907955,2056.0
876,"2675 W Meadowview Ln, Anaheim, CA 92804",630000,Anaheim,33.816583,-117.9772,1250.0
877,"1201 S Sunburst Way, Anaheim, CA 92806",1195000,Anaheim,33.817838,-117.8815,3581.0
878,"9652 Canton Ave, Anaheim, CA 92804",799000,Anaheim,33.804495,-117.964587,1288.0
879,"1635 W Lincoln Ave, Unit 104, Anaheim, CA 92801",769990,Anaheim,33.832819,-117.937449,1799.0
880,"1471 S Walnut St, Unit 58, Anaheim, CA 92802",725000,Anaheim,33.811529,-117.929528,1000.0
881,"537 S Elder St, Anaheim, CA 92805",795000,Anaheim,33.834019,-117.893687,1390.0
882,"320 N Park Vista St, Unit 92, Anaheim, CA 92806",229000,Anaheim,33.842922,-117.863648,2160.0
883,"988 S Creekview Ln, Anaheim, CA 92808",1378000,Anaheim,33.851225,-117.751303,2641.0
884,"525 N Gilbert St, Spc 85, Anaheim, CA 92801",229900,Anaheim,33.839517,-117.969219,1416.0
885,"825 W La Palma Ave, Spc 41, Anaheim, CA 92801",95000,Anaheim,33.848144,-117.928838,620.0
886,"1150 S State College Blvd, Anaheim, CA 92806",1540000,Anaheim,33.819739,-117.888963,3900.0
887,"8459 E Amberwood St, Anaheim, CA 92808",759000,Anaheim,33.869312,-117.739852,1379.0
888,"9712 Guinida Ln, Anaheim, CA 92804",800000,Anaheim,33.814193,-117.963752,1858.0
889,"1505 W Wakefield Ave, Anaheim, CA 92802",999999,Anaheim,33.799464,-117.933055,2351.0
890,"1211 E Oak St, Anaheim, CA 92805",649999,Anaheim,33.837454,-117.901839,813.0
891,"1376 N Mako Ln, Anaheim, CA 92801",634950,Anaheim,33.85133,-117.948051,1111.0
892,"817 S Anaheim Blvd, Unit 104, Anaheim, CA 92805",700000,Anaheim,33.825975,-117.910925,1516.0
893,"514 E Adele St, Anaheim, CA 92805",899900,Anaheim,33.839833,-117.909216,1852.0
894,"595 S Paseo Carmel, Anaheim, CA 92807",1399000,Anaheim,33.841052,-117.791728,3190.0
895,"28 Walnut Via, Anaheim, CA 92801",85000,Anaheim,33.861429,-117.914126,1152.0
896,"305 N Coolidge Ave, Anaheim, CA 92801",725000,Anaheim,33.834867,-117.98592,1406.0
897,"4855 E Mckay Cir, Anaheim, CA 92807",870000,Anaheim,33.854968,-117.811536,1783.0
898,"1250 S Brookhurst St, Unit 2063, Anaheim, CA 92804",499000,Anaheim,33.815923,-117.957011,1172.0
899,"1201 E Mara Pl, Anaheim, CA 92805",655000,Anaheim,33.82373,-117.897519,1220.0
900,"2555 W Heffron Dr, Anaheim, CA 92804",799000,Anaheim,33.819329,-117.974369,1125.0
901,"7460 E Stone Creek Ln, Anaheim, CA 92808",1498888,Anaheim,33.851978,-117.762733,3154.0
902,"3537 W Greentree Cir, Unit A, Anaheim, CA 92804",599898,Anaheim,33.812742,-118.011481,1026.0
903,"3076 W Glen Holly Dr, Anaheim, CA 92804",779999,Anaheim,33.818232,-117.997233,1486.0
904,"2454 S Loom Ct, Anaheim, CA 92802",698000,Anaheim,33.79185,-117.893305,1312.0
905,"1860 W Glenoaks Ave Apt E, Anaheim, CA 92801",450000,Anaheim,33.842493,-117.947593,876.0
906,"1653 S Pounders Ln, Anaheim, CA 92804",798888,Anaheim,33.806148,-117.944764,1781.0
907,"6235 E Twin Peak Cir, Anaheim, CA 92807",848888,Anaheim,33.831907,-117.776217,1464.0
908,"958 W Lamark Ln, Anaheim, CA 92802",599999,Anaheim,33.796878,-117.922244,1144.0
909,"519 S Citadell Ln, Anaheim, CA 92806",975000,Anaheim,33.835659,-117.885018,2125.0
910,"219 W Sirius Ave, Anaheim, CA 92802",770000,Anaheim,33.791342,-117.908934,1292.0
911,"278 N Wilshire Ave, Unit B6, Anaheim, CA 92801",374000,Anaheim,33.834532,-117.932869,682.0
912,"235 S Beach Blvd, Spc 72, Anaheim, CA 92804",310000,Anaheim,33.826968,-117.997062,1248.0
913,"427 N Deerfield St, Anaheim, CA 92807",810000,Anaheim,33.852373,-117.82165,1502.0
914,"182 N Avenida Cienega, Anaheim, CA 92807",926000,Anaheim,33.857437,-117.776138,1574.0
915,"2251 W Crestwood Ln, Anaheim, CA 92804",789900,Anaheim,33.806617,-117.961457,1508.0
916,"862 S Boulder Pl, Anaheim, CA 92808",680000,Anaheim,33.857739,-117.727872,1265.0
917,"520 S Anaheim Blvd, Unit 1, Anaheim, CA 92805",749900,Anaheim,33.830356,-117.912008,1598.0
918,"781 S Mosaic St, Anaheim, CA 92805",810000,Anaheim,33.829021,-117.903366,1695.0
919,"608 N Tudor Pl, Anaheim, CA 92801",1299000,Anaheim,33.83848,-117.930982,2721.0
920,"1014 S Gibraltar Ave, Anaheim, CA 92808",520000,Anaheim,33.850372,-117.739626,865.0
921,"1801 E Katella Ave, Apt 2133, Anaheim, CA 92805",569900,Anaheim,33.804332,-117.890222,1095.0
922,"3112 W Olinda Ln, Anaheim, CA 92804",724995,Anaheim,33.827105,-117.999011,1180.0
923,"6124 E Garnet Cir, Anaheim, CA 92807",700000,Anaheim,33.835855,-117.775162,1472.0
924,"837 S Sylvan St, Anaheim, CA 92804",840000,Anaheim,33.819279,-117.979021,1237.0
925,"1956 W Blue Violet Ct, Anaheim, CA 92801",720000,Anaheim,33.833768,-117.950765,1363.0
926,"1623 W Mells Ln, Anaheim, CA 92802",1119000,Anaheim,33.809931,-117.938208,2568.0
927,"503 S Casita St, Anaheim, CA 92805",675000,Anaheim,33.832437,-117.905991,1390.0
928,"2709 E Mardi Gras Ave, Anaheim, CA 92806",978888,Anaheim,33.843525,-117.872937,2175.0
929,"1886 N Garland Ln, Anaheim, CA 92807",858000,Anaheim,33.870839,-117.808298,2007.0
930,"2022 W Victoria Ave, Anaheim, CA 92804",699900,Anaheim,33.829414,-117.953056,1497.0
931,"5815 E La Palma Ave, Unit 239, Anaheim, CA 92807",205000,Anaheim,33.861305,-117.78196,1440.0
932,"7401 E Calle Granada, Anaheim, CA 92808",927000,Anaheim,33.862406,-117.771683,2174.0
933,"855 S Taos Way, Anaheim, CA 92808",649995,Anaheim,33.857739,-117.727872,1046.0
934,"951 E Mason Ln, Unit 78, Anaheim, CA 92805",869700,Anaheim,33.805531,-117.896127,1821.0
935,"6572 E Via, Arboles, Anaheim, CA 92807",1149000,Anaheim,33.849033,-117.764823,2048.0
936,"1762 W Chateau Ave, Anaheim, CA 92804",925000,Anaheim,33.820713,-117.944309,1723.0
937,"1616 S Euclid St, Spc 54, Anaheim, CA 92802",219990,Anaheim,33.808274,-117.939416,1456.0
938,"2955 W Lincoln Ave, Unit 6, Anaheim, CA 92801",824672,Anaheim,33.832287,-117.991509,1875.0
939,"5648 E Vis, Del Cerro, Anaheim, CA 92807",688000,Anaheim,33.845735,-117.790813,1116.0
940,"512 S Hollydale Ln, Anaheim, CA 92808",659000,Anaheim,33.862712,-117.740092,1374.0
941,"140 S Pueblo Pl, Anaheim, CA 92807",1275000,Anaheim,33.854556,-117.774446,2449.0
942,"9852 Harle Ave, Anaheim, CA 92804",799900,Anaheim,33.809396,-117.961269,1141.0
943,"624 S Hilda St, Anaheim, CA 92806",813000,Anaheim,33.833506,-117.877456,1498.0
944,"771 S Circulo Miro, Anaheim, CA 92807",829888,Anaheim,33.836722,-117.760299,1928.0
945,"214 S Raspberry Ln, Anaheim, CA 92808",853000,Anaheim,33.862972,-117.752906,1310.0
946,"3202 W Cabot Dr, Anaheim, CA 92804",1495000,Anaheim,33.830396,-118.002493,4587.0
947,"903 S Gaymont St, Anaheim, CA 92804",999090,Anaheim,33.819097,-117.990361,2345.0
948,"1527 W Dogwood Ave, Anaheim, CA 92801",775000,Anaheim,33.846499,-117.939605,1287.0
949,"704 S Loara St, Anaheim, CA 92802",799888,Anaheim,33.823008,-117.936829,1410.0
950,"997 S Dylan Way, Anaheim, CA 92808",1150000,Anaheim,33.852667,-117.745758,1709.0
951,"1089 S Country Glen Way, Anaheim, CA 92808",590000,Anaheim,33.852901,-117.724861,1046.0
952,"7747 E Portofino Ave, Anaheim, CA 92808",739000,Anaheim,33.850372,-117.739626,1363.0
953,"2505 W Chain Ave, Anaheim, CA 92804",879990,Anaheim,33.831436,-117.971841,1760.0
954,"210 E Valencia Ave, Anaheim, CA 92805",1150000,Anaheim,33.825183,-117.908753,2100.0
955,"422 S Ohio St, Anaheim, CA 92805",789900,Anaheim,33.829083,-117.922627,1216.0
956,"2040 W 2040 Broadway, Anaheim, CA 92804",1374999,Anaheim,33.828613,-117.95404,3137.0
957,"5000 E Greensboro Ln, Anaheim, CA 92807",1199999,Anaheim,33.842008,-117.807724,1937.0
958,"905 S Lake Summit Dr, Anaheim, CA 92807",829900,Anaheim,33.841397,-117.747086,1766.0
959,"1176 S Country Glen Way, Anaheim, CA 92808",745000,Anaheim,33.852901,-117.724861,1248.0
960,"123 S Melrose St, Anaheim, CA 92805",949900,Anaheim,33.835658,-117.909037,2128.0
961,"3050 W Ball Rd, Spc 44, Anaheim, CA 92804",219000,Anaheim,33.81387,-117.996634,1512.0
962,"1224 Hinsdale Pl N, Anaheim, CA 92807",849999,Anaheim,33.862924,-117.778527,1825.0
963,"850 Daisy Ave, Long Beach, CA 90813",1600000,Long Beach,33.777481,-118.199099,2684.0
964,"1325 Stanley Ave, Long Beach, CA 90804",2000000,Long Beach,33.783155,-118.162521,3904.0
965,"2959 Chestnut Ave, Long Beach, CA 90806",615000,Long Beach,33.810944,-118.196192,1100.0
966,"100 Loma Ave, Unit 304, Long Beach, CA 90803",675000,Long Beach,33.762236,-118.150202,1124.0
967,"5250 E Appian Way, Long Beach, CA 90803",2399000,Long Beach,33.765757,-118.129699,3293.0
968,"365 Coronado Ave, Long Beach, CA 90814",1987000,Long Beach,33.770437,-118.153817,2743.0
969,"2942 E 63rd St, Long Beach, CA 90805",780000,Long Beach,33.868975,-118.158009,1206.0
970,"248 E 69th Way, Long Beach, CA 90805",699900,Long Beach,33.879926,-118.198477,1012.0
971,"1100 E 3rd St, Apt 105, Long Beach, CA 90802",899000,Long Beach,33.770002,-118.177857,2277.0
972,"1720 Cerritos Ave, Long Beach, CA 90813",2300000,Long Beach,33.788532,-118.177105,6074.0
973,"1136 E Ridgewood St, Long Beach, CA 90807",675000,Long Beach,33.844955,-118.17843,1156.0
974,"129 Roycroft Ave, Long Beach, CA 90803",1950000,Long Beach,33.759934,-118.140154,2538.0
975,"3825 California Ave, Long Beach, CA 90807",1299000,Long Beach,33.827787,-118.180957,2284.0
976,"486 E Adair St, Long Beach, CA 90805",1450000,Long Beach,33.864054,-118.186301,2800.0
977,"3739 Lime Ave, Long Beach, CA 90807",1045000,Long Beach,33.825653,-118.18408,2777.0
978,"1069 E Ridgewood St, Long Beach, CA 90807",950000,Long Beach,33.844436,-118.18049,1833.0
979,"850 E Ocean Blvd, Unit 1011, Long Beach, CA 90802",1000000,Long Beach,33.765636,-118.182081,1542.0
980,"605 Redondo Ave, Unit 308, Long Beach, CA 90814",550000,Long Beach,33.773804,-118.152746,1111.0
981,"850 E Ocean Blvd, Unit 803, Long Beach, CA 90802",1119500,Long Beach,33.765636,-118.182081,1377.0
982,"3320 Marna Ave, Long Beach, CA 90808",1190000,Long Beach,33.816936,-118.075204,2300.0
983,"257 E 69th Way, Long Beach, CA 90805",650000,Long Beach,33.880373,-118.198096,1211.0
984,"4510 E Village Rd, Long Beach, CA 90808",1008000,Long Beach,33.834028,-118.139773,1944.0
985,"3551 Thornlake Ave, Long Beach, CA 90808",850000,Long Beach,33.821702,-118.071454,1773.0
986,"1035 E Appleton St, Apt 4, Long Beach, CA 90802",399000,Long Beach,33.769722,-118.179338,613.0
987,"3108 Lees Ave, Long Beach, CA 90808",1469000,Long Beach,33.812888,-118.097849,1130.0
988,"4160 Locust Ave, Long Beach, CA 90807",2999999,Long Beach,33.832625,-118.192187,4607.0
989,"5632 Campo Walk, Long Beach, CA 90803",1695000,Long Beach,33.75611,-118.124679,1240.0
990,"400 W Ocean Blvd, Unit 204, Long Beach, CA 90802",635000,Long Beach,33.766668,-118.196742,1040.0
991,"939 E Appleton St, Apt 6, Long Beach, CA 90802",385000,Long Beach,33.769922,-118.180866,675.0
992,"1836 E 55th St, Long Beach, CA 90805",720000,Long Beach,33.855788,-118.169654,1224.0
993,"6817 Lemon Ave, Long Beach, CA 90805",488750,Long Beach,33.87858,-118.179516,786.0
994,"416 Orange Ave, Apt 1, Long Beach, CA 90802",485000,Long Beach,33.772279,-118.175969,766.0
995,"1750 E Ocean Blvd, Unit 603, Long Beach, CA 90802",580000,Long Beach,33.76435,-118.171133,632.0
996,"382 Coronado Ave, Unit 207A, Long Beach, CA 90814",465000,Long Beach,33.771192,-118.153172,745.0
997,"3634 N Bellflower Blvd, Long Beach, CA 90808",899999,Long Beach,33.823969,-118.124732,1298.0
998,"430 E Esther St, Long Beach, CA 90813",1100000,Long Beach,33.788683,-118.187282,3200.0
999,"54 E Mountain View St, Long Beach, CA 90805",599000,Long Beach,33.851555,-118.194388,876.0
1000,"4338 Blackthorne Ave, Long Beach, CA 90808",1165000,Long Beach,33.837287,-118.140003,2582.0
1001,"335 Tile Ave, Long Beach, CA 90802",649000,Long Beach,33.770922,-118.174366,792.0
1002,"576 N Bellflower Blvd, Unit 217, Long Beach, CA 90814",448000,Long Beach,33.771608,-118.120013,693.0
1003,"139 E 57th St, Long Beach, CA 90805",680000,Long Beach,33.859061,-118.193954,1282.0
1004,"6736 E Wardlow Rd, Long Beach, CA 90808",720000,Long Beach,33.818542,-118.101337,1206.0
1005,"2725 N Studebaker Rd, Long Beach, CA 90815",939000,Long Beach,33.805958,-118.099662,1346.0
1006,"1576 W 23rd St, Long Beach, CA 90810",315000,Long Beach,33.798757,-118.213999,1464.0
1007,"2211 Farolito Ave, Long Beach, CA 90815",939000,Long Beach,33.796443,-118.110314,1807.0
1008,"1616 E Ocean Blvd, Unit 3, Long Beach, CA 90802",579999,Long Beach,33.764668,-118.172871,958.0
1009,"3684 Woodruff Ave, Long Beach, CA 90808",899000,Long Beach,33.824837,-118.116096,1170.0
1010,"1720 Newport Ave, Apt 5, Long Beach, CA 90804",350000,Long Beach,33.788546,-118.150764,560.0
1011,"2303 E Ocean Blvd, Long Beach, CA 90803",3095000,Long Beach,33.764038,-118.16459,2729.0
1012,"5610 E Anaheim Rd, Long Beach, CA 90815",1359000,Long Beach,33.779326,-118.123251,2138.0
1013,"175 E Pleasant St, Long Beach, CA 90805",748000,Long Beach,33.846254,-118.191888,1097.0
1014,"2343 E 17th St, Unit 116, Long Beach, CA 90804",425000,Long Beach,33.788396,-118.163724,842.0
1015,"1519 E Market St, Long Beach, CA 90805",659000,Long Beach,33.854635,-118.173871,1210.0
1016,"728 Cedar Ave, Apt 30, Long Beach, CA 90813",349900,Long Beach,33.776025,-118.194673,599.0
1017,"1310 E Ocean Blvd, Unit 305, Long Beach, CA 90802",825000,Long Beach,33.764931,-118.175569,1040.0
1018,"800 Pacific Ave, Apt 403, Long Beach, CA 90813",355000,Long Beach,33.776865,-118.193404,685.0
1019,"751 Saint Louis Ave, Long Beach, CA 90804",1125000,Long Beach,33.776401,-118.166884,2392.0
1020,"4201 Faculty Ave, Long Beach, CA 90808",899900,Long Beach,33.834449,-118.137649,1931.0
1021,"3595 Santa Fe Ave, Spc 39, Long Beach, CA 90810",505000,Long Beach,33.818314,-118.223114,1851.0
1022,"3595 Santa Fe Ave, Spc 15, Long Beach, CA 90810",100000,Long Beach,33.820369,-118.218059,1440.0
1023,"129 Quincy Ave, Long Beach, CA 90803",1800000,Long Beach,33.760225,-118.140833,2535.0
1024,"1491 Atlantic Ave, Long Beach, CA 90813",2700000,Long Beach,33.785497,-118.185381,6845.0
1025,"110 Termino Ave, Unit 104, Long Beach, CA 90803",839900,Long Beach,33.761428,-118.145592,1525.0
1026,"720 W 4th St, Unit 305, Long Beach, CA 90802",489000,Long Beach,33.77131,-118.200957,957.0
1027,"152 W Market St, Long Beach, CA 90805",1000000,Long Beach,33.853982,-118.199684,2433.0
1028,"6093 Avenida De Castillo, Long Beach, CA 90803",999900,Long Beach,33.772051,-118.112021,1728.0
1029,"834 Walnut Ave, Long Beach, CA 90813",1425000,Long Beach,33.777794,-118.171675,3993.0
1030,"1086 1128 Stanley Ave, Long Beach, CA 90804",6200000,Long Beach,33.780494,-118.161909,16208.0
1031,"5341 E Killdee St, Long Beach, CA 90808",840000,Long Beach,33.816876,-118.127804,1590.0
1032,"905 Gaviota Ave, Long Beach, CA 90813",3050000,Long Beach,33.77819,-118.171218,6902.0
1033,"811 Gardenia Ave, Long Beach, CA 90813",2400000,Long Beach,33.777439,-118.169042,6364.0
1034,"1819 Vuelta Grande Ave, Long Beach, CA 90815",950000,Long Beach,33.789383,-118.103093,1694.0
1035,"5961 E Walton St, Long Beach, CA 90815",1099000,Long Beach,33.803947,-118.115398,1633.0
1036,"5280 E El Prado Ave, Long Beach, CA 90815",995000,Long Beach,33.783995,-118.131024,2278.0
1037,"2032 E Bermuda St, Unit 202, Long Beach, CA 90814",720000,Long Beach,33.769618,-118.166806,1149.0
1038,"6115 Cherry Ave, Long Beach, CA 90805",1230000,Long Beach,33.86592,-118.168951,3272.0
1039,"1042 1050 Gaviota Ave, Long Beach, CA 90813",6800000,Long Beach,33.779761,-118.170582,16831.0
1040,"2145 Fashion Ave, Long Beach, CA 90810",649000,Long Beach,33.796169,-118.20923,1300.0
1041,"722 Maine Ave, Long Beach, CA 90813",2450000,Long Beach,33.775938,-118.200251,5386.0
1042,"820 Lime Ave, Long Beach, CA 90813",3000000,Long Beach,33.776997,-118.183305,8195.0
1043,"736 744 Olive Ave, Long Beach, CA 90813",4000000,Long Beach,33.776091,-118.182042,9679.0
1044,"2628 Maine Ave, Long Beach, CA 90806",789990,Long Beach,33.804971,-118.199915,1670.0
1045,"5150 Cedar Ave, Long Beach, CA 90805",425000,Long Beach,33.850195,-118.193498,986.0
1046,"4131 Cedar Ave, Long Beach, CA 90807",3249000,Long Beach,33.831326,-118.196899,4000.0
1047,"2652 2706 E 15th St, Long Beach, CA 90804",4600000,Long Beach,33.785965,-118.15996,7440.0
1048,"1260 E 4th St, Apt 3, Long Beach, CA 90802",389900,Long Beach,33.771424,-118.174762,655.0
1049,"335 Orange Ave, Long Beach, CA 90802",999000,Long Beach,33.771033,-118.176625,1980.0
1050,"436 Gaviota Ave, Long Beach, CA 90802",1385000,Long Beach,33.772455,-118.170635,2856.0
1051,"621 Cerritos Ave, Long Beach, CA 90802",2150000,Long Beach,33.774492,-118.178282,4680.0
1052,"441 Dawson Ave, Long Beach, CA 90814",2300000,Long Beach,33.77247,-118.165855,5237.0
1053,"1512 E Florida St, Long Beach, CA 90802",2500000,Long Beach,33.770596,-118.172833,5834.0
1054,"1049 E 5th St, Long Beach, CA 90802",3900000,Long Beach,33.77328,-118.178608,7607.0
