,shopping,latitude,longitude,City
1011,"1235 Richmond Hwy,Arlington, VA 22202",38.864458,-77.099638,Alexandria
1012,"1600 S Eads St,Arlington, VA 22202",38.858392,-77.0545,ArlingtonVA
1013,"1669 Crystal Square Arc,Arlington, VA 22202",38.858725,-77.050963,ArlingtonVA
1014,"1901 S Bell St,Arlington, VA 22202",38.856485,-77.05074,ArlingtonVA
1015,"3500 S Clark Pl,Arlington, VA 22202",38.864458,-77.099638,ArlingtonVA
1016,"1550 Crystal Dr,Arlington, VA 22202",38.859506,-77.049728,ArlingtonVA
1017,,,,ArlingtonVA
1018,,,,ArlingtonVA
1019,,,,ArlingtonVA
1020,,,,Washington
1021,,,,ArlingtonVA
1022,,,,ArlingtonVA
1023,,,,ArlingtonVA
1024,,,,Washington
1025,,,,ArlingtonVA
1026,,,,ArlingtonVA
1027,,,,ArlingtonVA
1028,,,,ArlingtonVA
1029,,,,ArlingtonVA
1030,,,,ArlingtonVA
1031,,,,ArlingtonVA
1032,,,,Washington
1033,,,,Washington
1034,,,,Alexandria
1035,"101 S Saint Asaph St,Alexandria, VA 22314",38.804633,-77.046012,Washington
1036,"215 King St Fl 1,Alexandria, VA 22314",38.804527,-77.041924,Alexandria
1037,"1940 Duke St,Alexandria, VA 22314",38.804202,-77.062818,Alexandria
1038,"6239 Shields Ave,Alexandria, VA 22303",38.782111,-77.07607,Alexandria
1039,"3834 Mount Vernon Ave,Alexandria, VA 22305",38.839765,-77.062822,Alexandria
1040,"7866 Richmond Hwy,Alexandria, VA 22306",38.743981,-77.084858,Alexandria
1041,"4910 Fran Pl,Alexandria, VA 22312",38.818818,-77.148463,Alexandria
1042,"7001 Manchester Blvd,Alexandria, VA 22310",38.766598,-77.154531,Washington
1043,"8644 Richmond Hwy,Alexandria, VA 22309",38.724263,-77.121011,Washington
1044,"1006 Madison St,Alexandria, VA 22314",38.813398,-77.04903,ArlingtonVA
1045,"2253 Huntington Ave,Alexandria, VA 22303",38.794057,-77.071117,Washington
1046,"3137 Duke St,Alexandria, VA 22314",38.808819,-77.084905,ArlingtonVA
1047,"4942 Eisenhower Ave,Alexandria, VA 22304",38.801041,-77.121805,Alexandria
1048,"356 S Pickett St,Alexandria, VA 22304",38.807527,-77.12411,Washington
1049,"6464 Lincolnia Rd,Alexandria, VA 22312",38.835149,-77.156209,Washington
1050,"8734 Richmond Hwy,Alexandria, VA 22309",38.722222,-77.124745,Washington
1051,"817 King St,Alexandria, VA 22314",38.805546,-77.048869,Washington
1052,"111 S Pitt St,Alexandria, VA 22314",38.80417,-77.045013,Washington
1053,"100 N Pitt St Ste 400,Alexandria, VA 22314",38.805026,-77.044815,Alexandria
1054,"1117 King St,Alexandria, VA 22314",38.80579,-77.051868,ArlingtonVA
1055,"208 S Lee St,Alexandria, VA 22314",38.802889,-77.041694,Alexandria
1056,"809 Pendleton St,Alexandria, VA 22314",38.811069,-77.047439,Washington
1057,"601 N Fairfax St,Alexandria, VA 22314",38.810798,-77.040914,Washington
1058,"1201 Braddock Pl,Alexandria, VA 22314",38.815096,-77.051015,Washington
1059,"421 E Braddock Rd,Alexandria, VA 22301",38.813136,-77.055353,Washington
1060,"515 Mount Vernon Ave,Alexandria, VA 22301",38.813209,-77.056046,Washington
1061,"1204 S Washington St Ste 1,Alexandria, VA 22314",38.792227,-77.049131,Alexandria
1062,"801 Bashford Ln,Alexandria, VA 22314",38.81879,-77.045393,Washington
1063,"7660 Richmond Hwy,Alexandria, VA 22306",38.750875,-77.085842,Washington
1064,"7924 Fort Hunt Rd,Alexandria, VA 22308",38.742537,-77.056966,Washington
1065,"4949 Seminary Rd,Alexandria, VA 22311",38.832172,-77.113534,Washington
1066,"6146 Rose Hill Dr,Alexandria, VA 22310",38.783899,-77.12106,ArlingtonVA
1067,"30 S Reynolds St,Alexandria, VA 22304",38.812336,-77.125216,Washington
1068,"4808 King St,Alexandria, VA 22302",38.843213,-77.111297,ArlingtonVA
1069,"7849 Richmond Hwy,Alexandria, VA 22306",38.743375,-77.084058,ArlingtonVA
1070,"5725 Edsall Rd,Alexandria, VA 22304",38.807963,-77.132018,Washington
1071,"6946 S Kings Hwy,Alexandria, VA 22310",38.767946,-77.119927,Washington
1072,"8010 Richmond Hwy,Alexandria, VA 22306",38.740329,-77.088442,Washington
1073,"331 S Whiting St,Alexandria, VA 22304",38.809906,-77.136597,Washington
1074,"6120 Lincolnia Rd,Alexandria, VA 22312",38.818079,-77.138103,Alexandria
1075,"8146 Mount Vernon Hwy,Alexandria, VA 22309",38.737531,-77.090604,Alexandria
1076,"6200 Little River Tpke,Alexandria, VA 22312",38.81893,-77.140213,Alexandria
1077,"4818 Beauregard St,Alexandria, VA 22312",38.819102,-77.143627,Washington
1078,"5870 Kingstowne Blvd,Alexandria, VA 22315",38.772706,-77.137063,Washington
1079,"1910 Elkin St,Alexandria, VA 22308",38.722825,-77.063461,ArlingtonVA
1080,"8226 Russell Rd,Alexandria, VA 22309",38.733752,-77.101468,Washington
1081,"6112 Franconia Rd Ste A,Alexandria, VA 22310",38.782464,-77.147503,Alexandria
1082,"6147 Franconia Rd,Alexandria, VA 22310",38.781038,-77.149916,Alexandria
1083,"7558 Telegraph Rd,Alexandria, VA 22315",38.753639,-77.140347,Alexandria
1084,"6545 Little River Tpke,Alexandria, VA 22312",38.821887,-77.161561,Alexandria
1085,"5638 Mt Vernon Hwy,Alexandria, VA 22309",38.716485,-77.131907,Alexandria
1086,"7005 Manchester Blvd,Alexandria, VA 22310",38.766165,-77.15328,Alexandria
1087,"7720 Telegraph Rd,Alexandria, VA 22315",38.747808,-77.144915,Alexandria
1088,"8629 Richmond Hwy,Alexandria, VA 22309",38.722904,-77.119704,Alexandria
1089,"7214 Beulah St,Alexandria, VA 22315",38.760384,-77.159997,Alexandria
1090,"6401 Landsdowne Ctr,Alexandria, VA 22315",38.740677,-77.164967,Alexandria
1091,"5410 Eisenhower Ave,Alexandria, VA 22304",38.800177,-77.12731,Alexandria
1092,"6198 Little River Tpke,Alexandria, VA 22312",38.81757,-77.140307,Alexandria
1093,"1406 King St,Alexandria, VA 22314",38.805991,-77.054983,Alexandria
1094,"5850 Cameron Run Ter,Alexandria, VA 22303",38.80484,-77.04692,Alexandria
1095,"4007 Mount Vernon Ave,Alexandria, VA 22305",38.842701,-77.063509,Washington
1096,"5703 Edsall Rd,Alexandria, VA 22304",38.807971,-77.130729,Alexandria
1097,"8339 Richmond Hwy,Alexandria, VA 22309",38.731265,-77.102893,Alexandria
