StationId,Latitude,Longitude,City
22984,32.848769,-96.771699,Dallas
23320,32.683365,-96.788752,Dallas
23390,32.707515,-96.801363,Dallas
23391,32.693675,-96.792937,Dallas
26420,32.805422,-96.793181,Dallas
26652,32.855789,-96.732737,Dallas
26668,32.897922,-96.712143,Dallas
26669,32.88297,-96.764882,Dallas
26670,32.918252,-96.752239,Dallas
26671,32.908001,-96.762276,Dallas
26672,32.94085,-96.737428,Dallas
26673,32.962254,-96.723696,Dallas
26674,32.984444,-96.711259,Dallas
26690,32.908054,-96.679461,Dallas
26691,32.91629,-96.63576,Dallas
26895,33.002191,-96.703094,Dallas
26896,33.021571,-96.700891,Dallas
26897,33.033452,-96.70074,Dallas
28172,32.809858,-96.841875,Dallas
28174,32.814933,-96.947693,Dallas
28176,32.816125,-97.007575,Dallas
28178,32.816981,-97.053514,Dallas
28180,32.804582,-97.155758,Dallas
28182,32.799467,-97.22342,Dallas
28251,32.751747,-97.325536,Dallas
28252,32.745257,-97.328206,Dallas
28264,32.789901,-96.812368,Dallas
28755,32.872511,-96.765904,Dallas
29815,32.991037,-96.936282,Dallas
29816,32.980874,-96.92648,Dallas
29817,32.954808,-96.908615,Dallas
29818,32.922435,-96.896404,Dallas
29819,32.896053,-96.888115,Dallas
