,Address,Housing Price,City,Longitude,Latitude,SQ Ft,Housing Price/SQ Ft,Norm Price,dist_hospitals,dist_gym,dist_cemetary,dist_parks,dist_beaches,dist_shopping,dist_grocery,dist_resturant,dist_golf,dist_school
1528,"1340 N Dearborn St, Apt 14A, Chicago, IL 60610",0.01104826234295479,Chicago,41.906935,-87.630496,820.0,279.2682926829268,0.2698734836740805,18013.694328662168,18302.311500820375,18307.41517550192,18305.774964772347,18248.329677554004,18296.76878409131,18227.057349578532,18300.115860183487,18264.2368327866,18294.509960118554
1529,"8618 S Damen Ave, Chicago, IL 60620",0.00940790898199207,Chicago,41.737033,-87.67342,1176.0,165.81632653061226,0.15043723194826958,18004.949505729342,18293.328785791728,18298.4261228923,18296.796647642732,18239.365899494398,18287.78871638849,18217.87184312493,18291.135814773268,18255.147503769167,18285.516994216734
1530,"5521 S Indiana Ave, Unit 1, Chicago, IL 60637",0.020214942889511166,Chicago,41.793714,-87.620436,3000.0,139.66666666666666,0.12290824797401671,18005.089333061245,18293.590726760063,18298.691331598904,18297.056322044795,18239.618077642397,18288.04929230275,18218.23871362508,18291.396379480022,18255.464509484664,18285.78421969945
1531,"1137 W Monroe St, Unit 4, Chicago, IL 60607",0.05788999993585787,Chicago,41.879983,-87.656039,3139.0,382.25549538069447,0.3782929838653229,18013.6509491094,18302.20972958824,18307.311841349518,18305.67427833228,18248.23257171678,18296.667665394634,18226.905365267085,18300.014747194724,18264.108711443125,18294.40565970774
1532,"233 E 13th St, Apt 2107, Chicago, IL 60605",0.02648688221083921,Chicago,41.864891,-87.620757,1386.0,396.1038961038961,0.39287185041890593,18010.067658586027,18298.64848436732,18303.75119842507,18302.112615478753,18244.669532219,18293.106168880982,18223.36378868137,18296.453248499976,18260.557705431587,18290.845389387654
1533,"2309 N Geneva Ter, Chicago, IL 60614",0.17054850385303572,Chicago,41.924089,-87.643623,9000.0,392.77777777777777,0.3893702883116899,18015.83099407934,18304.452885596602,18309.556679351685,18307.916266667788,18250.470704706982,18298.910119046966,18229.20237110106,18302.25719469731,18266.380174716174,18296.65153742204
1534,"4921 S Prairie Ave, Chicago, IL 60615",0.018767572276897,Chicago,41.804991,-87.619002,4500.0,86.44444444444444,0.06687869691091512,18005.77138217341,18294.287005193073,18299.387988570812,18297.75233776511,18240.313224886107,18288.745412610824,18218.947090883143,18292.09249845032,18256.16715232438,18286.481110424633
1535,"6123 W 64th St, Chicago, IL 60638",0.01615748060548279,Chicago,41.775722,-87.7748,1200.0,279.0833333333333,0.26967876821707876,18014.92358083703,18303.234336357586,18308.329805717625,18306.703492096392,18249.277022679416,18297.6950469242,18227.716546684074,18301.042151437978,18265.02135262613,18295.419524719622
1536,"155 N Harbor Dr, Apt 1204, Chicago, IL 60601",0.01929827483485553,Chicago,41.885005,-87.614797,1000.0,400.0,0.39697346329937594,18011.04049440212,18299.650435906453,18304.75392605005,18303.114028233722,18245.669166204483,18294.10779635555,18224.39059035254,18297.454873130475,18261.572719196978,18291.84859677875
1537,"1717 S Prairie Ave, Apt 2008, Chicago, IL 60616",0.01182019333634901,Chicago,41.858483,-87.619909,791.0,309.7345132743363,0.3019467153253015,18009.5606127011,18298.13519449336,18303.23774313515,18301.59944046403,18244.156736678877,18292.592948098787,18222.845229122508,18295.94002831973,18260.041638728344,18290.331831887386
1538,"4819 S Prairie Ave, Apt 2, Chicago, IL 60615",0.010493436941452694,Chicago,41.806982,-87.619097,1300.0,167.30769230769232,0.15200726325233221,18005.91680168204,18294.434552203307,18299.53559203114,18297.89984559198,18240.46060316821,18288.89293603889,18219.09643831552,18292.24002167817,18256.31564742331,18286.62874874315
1539,"701 E 92nd Pl, Chicago, IL 60619",0.01061405115917054,Chicago,41.726318,-87.606821,1744.0,126.14678899082568,0.10867523317349735,17999.420889804005,18287.861716522086,18292.960719616407,18291.328423549283,18233.893857890653,18282.320951390157,18212.458762009563,18285.66804413972,18249.70863832968,18280.052619291557
1540,"30 W Oak St, Apt 9A, Chicago, IL 60610",0.14473706126141647,Chicago,41.900981,-87.629479,3350.0,895.5223880597015,0.9186333223856178,18013.206717130666,18301.8183434675,18306.92187134768,18305.28190937406,18247.836958852185,18296.275688048918,18226.559518307302,18299.622764683412,18263.741211679848,18294.016565220765
1541,"1601 S State St, Unit 6F, Chicago, IL 60616",0.013021510944818767,Chicago,41.859965,-87.626843,1000.0,269.9,0.2600110387904288,18010.161508851703,18298.730094556144,18303.832480650188,18302.194453276683,18244.75212136161,18293.187915999148,18223.434853448864,18296.534996809438,18260.63378409477,18290.92646887404
1542,"2772 E 75th St, Unit N2G, Chicago, IL 60649",0.007188607375983684,Chicago,41.761438,-87.556406,1100.0,135.45454545454547,0.1184739487154642,17998.245697608534,18286.781630040678,18291.883182657868,18290.2465684111,18232.806157886367,18281.239800138177,18211.460670135155,18284.586883955657,18248.671551385905,18278.976656857198
1543,"1209 N Astor St, Unit 6S, Chicago, IL 60610",0.041008834024068,Chicago,41.904439,-87.626638,2450.0,346.9387755102041,0.3411134021653562,18013.243634859165,18301.86227081648,18306.9659862155,18305.325706550495,18247.880326504048,18296.319537113013,18226.60946794535,18299.66661305491,18263.78830004238,18294.060796054193
1544,"5236 N Kenmore Ave, Unit 3S, Chicago, IL 60640",0.02942986912315468,Chicago,41.977487,-87.656841,1600.0,381.25,0.37723445131211414,18020.49845575901,18309.165536908073,18314.270524560397,18312.62808862487,18255.179788469213,18303.622271753888,18233.952975842105,18306.969342939763,18271.112848458266,18301.366120816947
1545,"260 E Chestnut St, Apt 1210, Chicago, IL 60611",0.017604851218096955,Chicago,41.898806,-87.61955,850.0,429.29411764705884,0.42781276673359203,18012.342678631387,18300.962831070337,18306.066590128026,18304.426236591447,18246.980757409776,18295.42007918837,18225.71151103516,18298.767154969275,18262.889617832083,18293.161427048242
