"5446 Dahlia Dr, Los Angeles, CA 90041",1798000,Los Angeles,2243,34.146201,-118.198002
"3617 W 61st St, Los Angeles, CA 90043",889000,Los Angeles,1793,33.984732,-118.335926
"4428 W 62nd St, Los Angeles, CA 90043",975000,Los Angeles,1596,33.983242,-118.352271
"2167 Broadview Ter, Los Angeles, CA 90068",1375000,Los Angeles,1497,34.109812,-118.339649
"9304 Firth Blvd, Los Angeles, CA 90002",799950,Los Angeles,1816,33.952032,-118.247108
"3658 Military Ave, Los Angeles, CA 90034",2195000,Los Angeles,2432,34.017419,-118.415763
"2515 E 109th St, Los Angeles, CA 90059",598000,Los Angeles,1377,33.936421,-118.227553
"6441 W 82nd St, Los Angeles, CA 90045",1200000,Los Angeles,988,33.964872,-118.400645
"657 E 90th St, Los Angeles, CA 90002",839000,Los Angeles,2100,33.954964,-118.263254
"1580 Stone Canyon Rd, Los Angeles, CA 90077",15900000,Los Angeles,9391,34.103008,-118.454258
"3734 S Canfield Ave, Apt 225, Los Angeles, CA 90034",378000,Los Angeles,454,34.0276,-118.395044
"7877 Flight Pl, Los Angeles, CA 90045",2298000,Los Angeles,2226,33.966911,-118.386619
"4546 S Centinela Ave, Los Angeles, CA 90066",3750000,Los Angeles,2457,33.992248,-118.422041
"2728 Colby Ave, Los Angeles, CA 90064",1599987,Los Angeles,1808,34.026966,-118.436385
"1901 S Marvin Ave, Los Angeles, CA 90016",1295000,Los Angeles,1962,34.040005,-118.362487
